154664	Hipp_ExN_3
340273	Hipp_ExN_3
23457	Hipp_ExN_3
6833	Hipp_ExN_3
22885	Hipp_ExN_3
29777	Hipp_ExN_3
116983	Hipp_ExN_3
47	Hipp_ExN_3
84519	Hipp_ExN_3
51412	Hipp_ExN_3
10120	Hipp_ExN_3
57180	Hipp_ExN_3
81794	Hipp_ExN_3
9507	Hipp_ExN_3
11095	Hipp_ExN_3
111	Hipp_ExN_3
117	Hipp_ExN_3
119	Hipp_ExN_3
576	Hipp_ExN_3
2334	Hipp_ExN_3
3899	Hipp_ExN_3
125061	Hipp_ExN_3
175	Hipp_ExN_3
100130776	Hipp_ExN_3
119016	Hipp_ExN_3
27245	Hipp_ExN_3
642597	Hipp_ExN_3
158798	Hipp_ExN_3
84335	Hipp_ExN_3
211	Hipp_ExN_3
226	Hipp_ExN_3
644974	Hipp_ExN_3
54890	Hipp_ExN_3
239	Hipp_ExN_3
59344	Hipp_ExN_3
80216	Hipp_ExN_3
249	Hipp_ExN_3
139285	Hipp_ExN_3
268	Hipp_ExN_3
154796	Hipp_ExN_3
29882	Hipp_ExN_3
253935	Hipp_ExN_3
288	Hipp_ExN_3
348094	Hipp_ExN_3
56172	Hipp_ExN_3
23243	Hipp_ExN_3
284615	Hipp_ExN_3
101927547	Hipp_ExN_3
79998	Hipp_ExN_3
118429	Hipp_ExN_3
10297	Hipp_ExN_3
164284	Hipp_ExN_3
327	Hipp_ExN_3
333	Hipp_ExN_3
57136	Hipp_ExN_3
381	Hipp_ExN_3
84364	Hipp_ExN_3
23647	Hipp_ExN_3
23779	Hipp_ExN_3
23370	Hipp_ExN_3
9181	Hipp_ExN_3
115557	Hipp_ExN_3
50650	Hipp_ExN_3
23229	Hipp_ExN_3
285598	Hipp_ExN_3
100996709	Hipp_ExN_3
100506084	Hipp_ExN_3
51326	Hipp_ExN_3
10123	Hipp_ExN_3
127829	Hipp_ExN_3
221481	Hipp_ExN_3
408	Hipp_ExN_3
91947	Hipp_ExN_3
51665	Hipp_ExN_3
92591	Hipp_ExN_3
339201	Hipp_ExN_3
645676	Hipp_ExN_3
440	Hipp_ExN_3
54529	Hipp_ExN_3
57168	Hipp_ExN_3
55210	Hipp_ExN_3
85300	Hipp_ExN_3
22809	Hipp_ExN_3
79065	Hipp_ExN_3
23300	Hipp_ExN_3
57130	Hipp_ExN_3
476	Hipp_ExN_3
155066	Hipp_ExN_3
401431	Hipp_ExN_3
90423	Hipp_ExN_3
127002	Hipp_ExN_3
56970	Hipp_ExN_3
566	Hipp_ExN_3
27087	Hipp_ExN_3
2583	Hipp_ExN_3
80776	Hipp_ExN_3
79870	Hipp_ExN_3
105369147	Hipp_ExN_3
22893	Hipp_ExN_3
440465	Hipp_ExN_3
80115	Hipp_ExN_3
27113	Hipp_ExN_3
79738	Hipp_ExN_3
587	Hipp_ExN_3
144233	Hipp_ExN_3
593	Hipp_ExN_3
10295	Hipp_ExN_3
64919	Hipp_ExN_3
283149	Hipp_ExN_3
54880	Hipp_ExN_3
627	Hipp_ExN_3
57596	Hipp_ExN_3
27319	Hipp_ExN_3
669	Hipp_ExN_3
8019	Hipp_ExN_3
7862	Hipp_ExN_3
84446	Hipp_ExN_3
686	Hipp_ExN_3
154442	Hipp_ExN_3
56967	Hipp_ExN_3
100506581	Hipp_ExN_3
100128569	Hipp_ExN_3
114898	Hipp_ExN_3
715	Hipp_ExN_3
284805	Hipp_ExN_3
401027	Hipp_ExN_3
388963	Hipp_ExN_3
51161	Hipp_ExN_3
339883	Hipp_ExN_3
152940	Hipp_ExN_3
201725	Hipp_ExN_3
352999	Hipp_ExN_3
541565	Hipp_ExN_3
138162	Hipp_ExN_3
84267	Hipp_ExN_3
100652846	Hipp_ExN_3
777	Hipp_ExN_3
8912	Hipp_ExN_3
781	Hipp_ExN_3
55799	Hipp_ExN_3
100874237	Hipp_ExN_3
794	Hipp_ExN_3
55450	Hipp_ExN_3
79012	Hipp_ExN_3
57662	Hipp_ExN_3
124583	Hipp_ExN_3
90668	Hipp_ExN_3
9607	Hipp_ExN_3
846	Hipp_ExN_3
255057	Hipp_ExN_3
140689	Hipp_ExN_3
875	Hipp_ExN_3
84733	Hipp_ExN_3
550631	Hipp_ExN_3
728591	Hipp_ExN_3
56936	Hipp_ExN_3
90416	Hipp_ExN_3
64925	Hipp_ExN_3
114800	Hipp_ExN_3
885	Hipp_ExN_3
901	Hipp_ExN_3
79616	Hipp_ExN_3
92002	Hipp_ExN_3
126731	Hipp_ExN_3
401145	Hipp_ExN_3
51622	Hipp_ExN_3
100133941	Hipp_ExN_3
101929351	Hipp_ExN_3
1008	Hipp_ExN_3
92211	Hipp_ExN_3
54825	Hipp_ExN_3
10423	Hipp_ExN_3
1019	Hipp_ExN_3
8851	Hipp_ExN_3
1025	Hipp_ExN_3
50937	Hipp_ExN_3
284040	Hipp_ExN_3
51032	Hipp_ExN_3
10659	Hipp_ExN_3
11189	Hipp_ExN_3
60680	Hipp_ExN_3
1952	Hipp_ExN_3
1951	Hipp_ExN_3
1059	Hipp_ExN_3
92806	Hipp_ExN_3
387103	Hipp_ExN_3
645455	Hipp_ExN_3
9859	Hipp_ExN_3
95681	Hipp_ExN_3
283848	Hipp_ExN_3
402160	Hipp_ExN_3
10669	Hipp_ExN_3
9557	Hipp_ExN_3
1107	Hipp_ExN_3
10752	Hipp_ExN_3
1124	Hipp_ExN_3
79586	Hipp_ExN_3
1138	Hipp_ExN_3
1141	Hipp_ExN_3
1143	Hipp_ExN_3
9486	Hipp_ExN_3
55501	Hipp_ExN_3
64377	Hipp_ExN_3
1154	Hipp_ExN_3
1181	Hipp_ExN_3
1183	Hipp_ExN_3
497190	Hipp_ExN_3
50856	Hipp_ExN_3
10978	Hipp_ExN_3
64084	Hipp_ExN_3
129607	Hipp_ExN_3
254263	Hipp_ExN_3
1265	Hipp_ExN_3
4848	Hipp_ExN_3
80347	Hipp_ExN_3
84342	Hipp_ExN_3
1305	Hipp_ExN_3
1306	Hipp_ExN_3
1310	Hipp_ExN_3
84570	Hipp_ExN_3
23412	Hipp_ExN_3
79585	Hipp_ExN_3
1363	Hipp_ExN_3
1373	Hipp_ExN_3
104909134	Hipp_ExN_3
1394	Hipp_ExN_3
1400	Hipp_ExN_3
100506025	Hipp_ExN_3
1410	Hipp_ExN_3
1428	Hipp_ExN_3
27254	Hipp_ExN_3
1445	Hipp_ExN_3
64651	Hipp_ExN_3
83992	Hipp_ExN_3
404217	Hipp_ExN_3
10563	Hipp_ExN_3
51523	Hipp_ExN_3
11068	Hipp_ExN_3
107987479	Hipp_ExN_3
107987478	Hipp_ExN_3
1565	Hipp_ExN_3
9420	Hipp_ExN_3
51339	Hipp_ExN_3
100506068	Hipp_ExN_3
747	Hipp_ExN_3
100506897	Hipp_ExN_3
1630	Hipp_ExN_3
8642	Hipp_ExN_3
85443	Hipp_ExN_3
64858	Hipp_ExN_3
1641	Hipp_ExN_3
113523640	Hipp_ExN_3
1650	Hipp_ExN_3
29118	Hipp_ExN_3
1655	Hipp_ExN_3
404636	Hipp_ExN_3
79139	Hipp_ExN_3
1608	Hipp_ExN_3
1609	Hipp_ExN_3
200895	Hipp_ExN_3
79758	Hipp_ExN_3
317749	Hipp_ExN_3
57647	Hipp_ExN_3
9785	Hipp_ExN_3
148252	Hipp_ExN_3
57540	Hipp_ExN_3
27122	Hipp_ExN_3
9229	Hipp_ExN_3
201477	Hipp_ExN_3
63951	Hipp_ExN_3
63950	Hipp_ExN_3
8632	Hipp_ExN_3
55567	Hipp_ExN_3
3300	Hipp_ExN_3
25822	Hipp_ExN_3
3338	Hipp_ExN_3
10126	Hipp_ExN_3
373863	Hipp_ExN_3
1789	Hipp_ExN_3
55715	Hipp_ExN_3
220164	Hipp_ExN_3
22845	Hipp_ExN_3
9980	Hipp_ExN_3
8110	Hipp_ExN_3
1802	Hipp_ExN_3
57628	Hipp_ExN_3
23333	Hipp_ExN_3
56896	Hipp_ExN_3
374946	Hipp_ExN_3
1819	Hipp_ExN_3
57453	Hipp_ExN_3
79075	Hipp_ExN_3
1840	Hipp_ExN_3
113878	Hipp_ExN_3
11072	Hipp_ExN_3
142679	Hipp_ExN_3
1846	Hipp_ExN_3
1850	Hipp_ExN_3
1857	Hipp_ExN_3
1780	Hipp_ExN_3
100130197	Hipp_ExN_3
374786	Hipp_ExN_3
30008	Hipp_ExN_3
1949	Hipp_ExN_3
1967	Hipp_ExN_3
253314	Hipp_ExN_3
9470	Hipp_ExN_3
317649	Hipp_ExN_3
1978	Hipp_ExN_3
10436	Hipp_ExN_3
129080	Hipp_ExN_3
2009	Hipp_ExN_3
256364	Hipp_ExN_3
2016	Hipp_ExN_3
2018	Hipp_ExN_3
196047	Hipp_ExN_3
8507	Hipp_ExN_3
2021	Hipp_ExN_3
55068	Hipp_ExN_3
8320	Hipp_ExN_3
101927043	Hipp_ExN_3
2043	Hipp_ExN_3
2045	Hipp_ExN_3
2049	Hipp_ExN_3
58513	Hipp_ExN_3
8288	Hipp_ExN_3
26284	Hipp_ExN_3
83850	Hipp_ExN_3
54932	Hipp_ExN_3
56915	Hipp_ExN_3
2137	Hipp_ExN_3
50848	Hipp_ExN_3
8263	Hipp_ExN_3
91442	Hipp_ExN_3
2171	Hipp_ExN_3
151313	Hipp_ExN_3
100874054	Hipp_ExN_3
90736	Hipp_ExN_3
80039	Hipp_ExN_3
83641	Hipp_ExN_3
150864	Hipp_ExN_3
79607	Hipp_ExN_3
131408	Hipp_ExN_3
25854	Hipp_ExN_3
145483	Hipp_ExN_3
55009	Hipp_ExN_3
440585	Hipp_ExN_3
144809	Hipp_ExN_3
63939	Hipp_ExN_3
152877	Hipp_ExN_3
112268389	Hipp_ExN_3
55138	Hipp_ExN_3
55711	Hipp_ExN_3
60493	Hipp_ExN_3
79633	Hipp_ExN_3
54751	Hipp_ExN_3
84467	Hipp_ExN_3
200933	Hipp_ExN_3
554251	Hipp_ExN_3
8857	Hipp_ExN_3
197258	Hipp_ExN_3
91893	Hipp_ExN_3
55527	Hipp_ExN_3
56929	Hipp_ExN_3
55079	Hipp_ExN_3
2254	Hipp_ExN_3
2260	Hipp_ExN_3
2263	Hipp_ExN_3
85462	Hipp_ExN_3
80206	Hipp_ExN_3
63979	Hipp_ExN_3
84922	Hipp_ExN_3
24147	Hipp_ExN_3
23769	Hipp_ExN_3
23767	Hipp_ExN_3
114984	Hipp_ExN_3
2290	Hipp_ExN_3
2310	Hipp_ExN_3
100132074	Hipp_ExN_3
2357	Hipp_ExN_3
55691	Hipp_ExN_3
23150	Hipp_ExN_3
145438	Hipp_ExN_3
9758	Hipp_ExN_3
5045	Hipp_ExN_3
9513	Hipp_ExN_3
8322	Hipp_ExN_3
9908	Hipp_ExN_3
2539	Hipp_ExN_3
1647	Hipp_ExN_3
89792	Hipp_ExN_3
374378	Hipp_ExN_3
2629	Hipp_ExN_3
26301	Hipp_ExN_3
79571	Hipp_ExN_3
2650	Hipp_ExN_3
50628	Hipp_ExN_3
2671	Hipp_ExN_3
9453	Hipp_ExN_3
54994	Hipp_ExN_3
26035	Hipp_ExN_3
389741	Hipp_ExN_3
148979	Hipp_ExN_3
84662	Hipp_ExN_3
112770	Hipp_ExN_3
2742	Hipp_ExN_3
51022	Hipp_ExN_3
360203	Hipp_ExN_3
2762	Hipp_ExN_3
2767	Hipp_ExN_3
149775	Hipp_ExN_3
2781	Hipp_ExN_3
283685	Hipp_ExN_3
440295	Hipp_ExN_3
401647	Hipp_ExN_3
221914	Hipp_ExN_3
2819	Hipp_ExN_3
2835	Hipp_ExN_3
151556	Hipp_ExN_3
27239	Hipp_ExN_3
29909	Hipp_ExN_3
2850	Hipp_ExN_3
54329	Hipp_ExN_3
114787	Hipp_ExN_3
26086	Hipp_ExN_3
2877	Hipp_ExN_3
57476	Hipp_ExN_3
23151	Hipp_ExN_3
2891	Hipp_ExN_3
2899	Hipp_ExN_3
2901	Hipp_ExN_3
2902	Hipp_ExN_3
2903	Hipp_ExN_3
2904	Hipp_ExN_3
2907	Hipp_ExN_3
156	Hipp_ExN_3
2912	Hipp_ExN_3
54103	Hipp_ExN_3
23708	Hipp_ExN_3
2937	Hipp_ExN_3
653689	Hipp_ExN_3
79712	Hipp_ExN_3
2960	Hipp_ExN_3
389524	Hipp_ExN_3
83606	Hipp_ExN_3
3052	Hipp_ExN_3
3061	Hipp_ExN_3
83933	Hipp_ExN_3
23072	Hipp_ExN_3
100127950	Hipp_ExN_3
57493	Hipp_ExN_3
55502	Hipp_ExN_3
23462	Hipp_ExN_3
51236	Hipp_ExN_3
3159	Hipp_ExN_3
3208	Hipp_ExN_3
3241	Hipp_ExN_3
79803	Hipp_ExN_3
8739	Hipp_ExN_3
9957	Hipp_ExN_3
374875	Hipp_ExN_3
83693	Hipp_ExN_3
11077	Hipp_ExN_3
51182	Hipp_ExN_3
10553	Hipp_ExN_3
3373	Hipp_ExN_3
130026	Hipp_ExN_3
414328	Hipp_ExN_3
51278	Hipp_ExN_3
402778	Hipp_ExN_3
9543	Hipp_ExN_3
255130	Hipp_ExN_3
347252	Hipp_ExN_3
402665	Hipp_ExN_3
84966	Hipp_ExN_3
57549	Hipp_ExN_3
3598	Hipp_ExN_3
55272	Hipp_ExN_3
83444	Hipp_ExN_3
26173	Hipp_ExN_3
80789	Hipp_ExN_3
440073	Hipp_ExN_3
3659	Hipp_ExN_3
26145	Hipp_ExN_3
359948	Hipp_ExN_3
64207	Hipp_ExN_3
3667	Hipp_ExN_3
57611	Hipp_ExN_3
8516	Hipp_ExN_3
223075	Hipp_ExN_3
152789	Hipp_ExN_3
126119	Hipp_ExN_3
57338	Hipp_ExN_3
51155	Hipp_ExN_3
8997	Hipp_ExN_3
10300	Hipp_ExN_3
9920	Hipp_ExN_3
89890	Hipp_ExN_3
7881	Hipp_ExN_3
9312	Hipp_ExN_3
90134	Hipp_ExN_3
131096	Hipp_ExN_3
30818	Hipp_ExN_3
80333	Hipp_ExN_3
359822	Hipp_ExN_3
3767	Hipp_ExN_3
3760	Hipp_ExN_3
3763	Hipp_ExN_3
3765	Hipp_ExN_3
27345	Hipp_ExN_3
3780	Hipp_ExN_3
3785	Hipp_ExN_3
3786	Hipp_ExN_3
115207	Hipp_ExN_3
65987	Hipp_ExN_3
57528	Hipp_ExN_3
54442	Hipp_ExN_3
23135	Hipp_ExN_3
9817	Hipp_ExN_3
202559	Hipp_ExN_3
10656	Hipp_ExN_3
57648	Hipp_ExN_3
57710	Hipp_ExN_3
90231	Hipp_ExN_3
23046	Hipp_ExN_3
55083	Hipp_ExN_3
111216275	Hipp_ExN_3
55582	Hipp_ExN_3
3797	Hipp_ExN_3
84623	Hipp_ExN_3
100874251	Hipp_ExN_3
51621	Hipp_ExN_3
55220	Hipp_ExN_3
339451	Hipp_ExN_3
11275	Hipp_ExN_3
64410	Hipp_ExN_3
55295	Hipp_ExN_3
114818	Hipp_ExN_3
257240	Hipp_ExN_3
283212	Hipp_ExN_3
10324	Hipp_ExN_3
11133	Hipp_ExN_3
112970	Hipp_ExN_3
3912	Hipp_ExN_3
100506195	Hipp_ExN_3
9215	Hipp_ExN_3
55323	Hipp_ExN_3
81606	Hipp_ExN_3
9836	Hipp_ExN_3
641518	Hipp_ExN_3
93273	Hipp_ExN_3
9355	Hipp_ExN_3
22998	Hipp_ExN_3
751580	Hipp_ExN_3
100287569	Hipp_ExN_3
552859	Hipp_ExN_3
100499171	Hipp_ExN_3
100874047	Hipp_ExN_3
149837	Hipp_ExN_3
284034	Hipp_ExN_3
643529	Hipp_ExN_3
148145	Hipp_ExN_3
401232	Hipp_ExN_3
101927360	Hipp_ExN_3
101929071	Hipp_ExN_3
100128946	Hipp_ExN_3
102723775	Hipp_ExN_3
101927273	Hipp_ExN_3
387978	Hipp_ExN_3
101927973	Hipp_ExN_3
105372893	Hipp_ExN_3
101928602	Hipp_ExN_3
101928167	Hipp_ExN_3
105373984	Hipp_ExN_3
102467147	Hipp_ExN_3
150967	Hipp_ExN_3
105374104	Hipp_ExN_3
100129550	Hipp_ExN_3
102546226	Hipp_ExN_3
105370425	Hipp_ExN_3
101926897	Hipp_ExN_3
101927849	Hipp_ExN_3
101927905	Hipp_ExN_3
339529	Hipp_ExN_3
158038	Hipp_ExN_3
55180	Hipp_ExN_3
3996	Hipp_ExN_3
114783	Hipp_ExN_3
84695	Hipp_ExN_3
10162	Hipp_ExN_3
57622	Hipp_ExN_3
79414	Hipp_ExN_3
4037	Hipp_ExN_3
7804	Hipp_ExN_3
9684	Hipp_ExN_3
80313	Hipp_ExN_3
9884	Hipp_ExN_3
474170	Hipp_ExN_3
94030	Hipp_ExN_3
219527	Hipp_ExN_3
65999	Hipp_ExN_3
57554	Hipp_ExN_3
221424	Hipp_ExN_3
388886	Hipp_ExN_3
26045	Hipp_ExN_3
57408	Hipp_ExN_3
654429	Hipp_ExN_3
220074	Hipp_ExN_3
27257	Hipp_ExN_3
220064	Hipp_ExN_3
4061	Hipp_ExN_3
66004	Hipp_ExN_3
284348	Hipp_ExN_3
57149	Hipp_ExN_3
55219	Hipp_ExN_3
10459	Hipp_ExN_3
727764	Hipp_ExN_3
28986	Hipp_ExN_3
260425	Hipp_ExN_3
149175	Hipp_ExN_3
54682	Hipp_ExN_3
643246	Hipp_ExN_3
4294	Hipp_ExN_3
4293	Hipp_ExN_3
79929	Hipp_ExN_3
5599	Hipp_ExN_3
4137	Hipp_ExN_3
65108	Hipp_ExN_3
4142	Hipp_ExN_3
53615	Hipp_ExN_3
266727	Hipp_ExN_3
6837	Hipp_ExN_3
56257	Hipp_ExN_3
92312	Hipp_ExN_3
84206	Hipp_ExN_3
399664	Hipp_ExN_3
84975	Hipp_ExN_3
64780	Hipp_ExN_3
9645	Hipp_ExN_3
54471	Hipp_ExN_3
100507316	Hipp_ExN_3
109729174	Hipp_ExN_3
81571	Hipp_ExN_3
284801	Hipp_ExN_3
102800315	Hipp_ExN_3
400931	Hipp_ExN_3
7681	Hipp_ExN_3
2315	Hipp_ExN_3
4300	Hipp_ExN_3
4320	Hipp_ExN_3
4324	Hipp_ExN_3
64112	Hipp_ExN_3
55034	Hipp_ExN_3
27304	Hipp_ExN_3
84315	Hipp_ExN_3
22880	Hipp_ExN_3
283385	Hipp_ExN_3
4355	Hipp_ExN_3
